premise,hypothesis,gold_label,pred_label
"An arresting one occurs in A Passage to India (Chapter XXI) in which Forster describes a small building as  a flimsy and frivolous erection,  while in The Mayor of Casterbridge (Chapter XVI) the Mayor himself  beheld the unattractive exterior of Farfrae's erection. ",Erection can have some dirty connotations that catch the eye. ,neutral,entailment
The lines further from the trend line indicate the range with a likelihood of 90 percent.,The lines closer to the trend line show the range with a 10 percent chance.,neutral,contradiction
"As outlined during recent meetings of the Board of Visitors and Alumni Association Directors, these will include an Indianapolis law student/alumni telephone campaign and increased emphasis on giving at the Maennerchor Society level.",Law student/alumni telephone campaigns were all that were discussed in the recent meeting of the Board of Visitors and Alumni Association Directors.,contradiction,entailment
"Among the subjects he touches on in his poem are street crime, unemployment, the degradation of the welfare system, tacky urban renewal projects, overcrowding, high rents and unscrupulous landlords, noise, vehicular traffic, congestion, even problems of immigration and integration.",This is his first poem that touches on subjects of overcrowding and congestion. ,neutral,contradiction
"In sum, the protocols in place on 9/11 for the FAA and NORAD to respond to a hijacking presumed that",They had needed much better protocols. ,neutral,contradiction
"I might have been influenced by the preceding double is in tadashii .  But I find that tadachi ni is frequently written and printed in two words, ni meaning `in,' so that tadachi ni just might be equivalent to something like `in the immediate.","While not technically incorrect, it is not often done in a formal setting.",neutral,contradiction
"They must induce children to develop talents, skills, good values, and a sense of accomplishment through engagement not just in activities that are easy and fun, but in ones that are meaningful and challenging'that help them sustain eort in the face of diculty, overcome obstacles, and advance to greater heights.",They have to encourage kids to develop values through their own self-esteem.,neutral,contradiction
"Top-down  an apex of professors and doctors buttressed by the holders of college degrees (many of them lower-level administrators, teachers, and researchers within the system).",Every professor and doctor has a college degree. ,neutral,entailment
"However, these tax credits are only available for a limited time, so we ask that you act soon if you would like to use them.",The tax credits are only available to those who have filled out lots of paperwork.,neutral,contradiction
"According to Vygotsky, children's greatest self-control occurs during make-believe play.",Imaginary play requires great self-control for children to accept conditions that are pretend.,neutral,entailment
Parental oversight and involvement in children's TV viewing are essential for two reasons.,They should supervise their children's viewing habits because studies show children love watching X-rated films at midnight.,neutral,contradiction
"Even for basic products, demand varies from day to day and week to week.",Variation in demand is welcome in all industries.,neutral,contradiction
West side of Charlotte.,The west side of Charlotte was nice.,neutral,entailment
"In 1990, the law school received only $18,114 in matching gifts from 15 companies.","The year 1990 was the most promising year of matching gifts, slightly ahead of the year 1986.",neutral,contradiction
But you held it didn't you?,"If you held it, in which way did you do so?",neutral,entailment
There are sharp differences in the United States between organized labor and business and in the political arena as well.,Business is more strict that labor in the United States.,neutral,contradiction
"We are pleased to tell you of a very exciting development with the fund, which has reached a market value of $750,000.","The fund has a market value of $750,000 because we invested heavily in a ponzi scheme.",neutral,contradiction
"Since its re-organization, MCCOY has established its unique niche within the community by refraining from direct service programming and focusing on what it does  helping to identify youth needs, convening groups of individuals and organizations which can address those needs, and moving toward collaborative solutions.",Direct service programming has proven to be costly and difficult to maintain.,neutral,contradiction
"Bin Ladin saw himself as called to follow in the footsteps of the Messenger and to communicate his message to all nations, and to serve as the rallying point and organizer of a new kind of war to destroy America and bring the world to Islam.",Bin Laden thought he was called to follow in the Messenger's footsteps and kill the US President.,neutral,contradiction
He motioned to me as if they were going to cut off his head.,He made a rude gesture at me with one of his fingers.,contradiction,entailment
They initiated their cockpit takeover within 30 minutes of takeoff.,The intitiated the takeover ten minutes behind schedule ,neutral,contradiction
"The IU School of Dentistry, and our entire profession, will benefit greatly from this endowment.",The IU School of Dentistry will benefit from this endowment because it will provide us with monday morning pancakes.,neutral,contradiction
"Because he knew little about the cattle business and cared less, he never got around to branding his stock.",Branding cattle stock is vital to guarantee ownership and prevent disease.,neutral,contradiction
"In practice, however, retail inventory management is fraught with challenges, such as long and uncertain order-fulfillment lead times, and errors in product identification and record keeping.","Retail inventory management has many problems, most of which still haven't been solved today.",neutral,entailment
They seem to think that he is descending.,The airplane is being flow downward.,neutral,entailment
"When I was teaching there, the explanation invariably given by boys brought to me for scrapping in the playground   Ee it oi, so oi it ee. ",I quit teaching to become a reporter.,neutral,contradiction
Ricky alternately named the numbers he recognized and counted items as they passed through the checkout.,Ricky likes to count items as they pass him.,neutral,entailment
"In addition, researchers now realize that quite normal children show both similarities and dierences in pathways of change.",Researchers realize that normal kids show differences in pathways of change.,entailment,contradiction
Most federal agencies learned about the crash in New York from CNN.,CNN's broadcast was the first most federal agencies learned of the crash.,entailment,contradiction
Then he came and we stayed on in the same place.,We were waiting for him to come over.,neutral,entailment
"Confronted with a violent Islamist movement that killed President Anwar Sadat in 1981, the Egyptian government combined harsh repression of Islamic militants with harassment of moderate Islamic scholars and authors, driving many into exile.",The Egyptian government adopted a hard line policy against Islamic militants after President Anwar Sadat was killed in 1981 and it was somewhat successful.,neutral,entailment
Did you notice any differences between an American writer and someone of foreign descent?,I like to read books from both types of authors.,neutral,contradiction
He passed these instructions to the pilots that launched at 10:42 and afterward.,Instructions on how to engage were given to the pilot going up.,neutral,entailment
"Well, my brother had a, cow, tied out, and a goat, the cow's offspring.",My brother got scammed and traded his house for those animals.,neutral,contradiction
The ambiguity resulting from the conjunction of black and gold is akin to the distraction caused by optical  Lehrer's phrase is both literally correct and literally nonsense.,Optical Lehrer's phrase is known by all to be a distraction. ,neutral,contradiction
Texas has contributed a few good words to the English language without any help from Spanish or Mexican.,"Texas contributed such words as ""barbeque"" or ""cheese"".",neutral,contradiction
