premise,hypothesis,gold_label,pred_label
"I just had a report that American 11 is still in the air, and it's on its way towards-heading towards Washington.",American 11 will arrive at Washington within the hour.,neutral,entailment
"As a result, she acquires reasoning skills and can take initiative when faced with future problems.","As a result, her reasoning skills suffer and she learns to freeze in the face of problems.",contradiction,entailment
".  Substantively, if not literally, she made a morox.",She didn't make a morox.,contradiction,entailment
"The idea of a domestic command for homeland defense began to be discussed in 1997, and in 1999 the Joint Chiefs developed a concept for the establishment of a domestic Unified Command.",The Joint Chiefs don't like the idea of a domestic command.,neutral,entailment
"We do this through a wide range of programs including community- based, therapeutic foster care, group homes and our treatment center.","We offer many services, while trying to tend to individual needs. ",neutral,entailment
"In interviews with us, NEADS personnel expressed considerable confusion over the nature and effect of the order.",NEADS personnel understood the nature and effect of the order perfectly. ,contradiction,entailment
As if this earth in fast thick pants were breathing.,It's like the earth was sighing because we made it sad.,neutral,entailment
"The onomatoplazia of inflammable is so common that flammable , or even flamable is now commonly substituted, especially on trucks.",The onomatoplazia of inflammable is extremely rare these days.,contradiction,entailment
Did you have lots of storybooks at your house that were read to you?,Did your parents read their books to you?,neutral,entailment
This machine picks up cut material from a carousel at one end and delivers finished sleeves at the other.,This machine is unable to do anything more than handle sleeves.,contradiction,entailment
"The answer has nothing to do with their cause, however, but with the simple fact that dictionaries are not exercises in bi-unique substitutability; in other words, if one of the senses of run is `operate' (as in She runs an engine factory ), that does not make it valid to assume that one can substitute operate for run in We run in the marathon every year .  Although recognizing this as a shortcoming of dictionaries and assigning it arbitrarily to what, for lack of a better term, we might call the  genius  of the language, might seem trivial to the casual observer, it is a valid matter for concern in the realm of lexicology.",Dictionaries are indeed exercises in bi-unique substitutability.,contradiction,entailment
"For example, James Garner's Rockford dubbed as a Japanese tenor is a reminder of one's firm awareness of Garner's American tone and timbre.",Garner's timbre is uniquely complex in nature.,neutral,entailment
Another book that I read recently is very interesting books The Journals of Lewis and Clark.,I read The Journals of Lewis and Clark last week. ,neutral,entailment
The kids need your leadership now more than ever.,The kids know what they are doing now,contradiction,entailment
